Command_Name,PostableCommandName,Description,CanHaveBinding,NeedBinding,CanWorkWithSelection,Code
Specify Coordinates at Point,SpecifyCoordinatesAtPoint,Specifies shared coordinates at a picked point,TRUE,TRUE,FALSE,
Splice by Length,SpliceByLength,Creates rebar splices at regular intervals by length,TRUE,FALSE,FALSE,ID_REBAR_SPLICE_BY_RULES
Spline,Spline,Draws a spline curve through picked points,TRUE,FALSE,FALSE,ID_OBJECTS_CURVE_SPLINE
Spline (Radio),SplineRadio,Selects spline as the active drawing tool,TRUE,FALSE,FALSE,IDC_RADIO_SPLINE
Spline Wire,SplineWire,Draws a spline-shaped electrical wire,TRUE,FALSE,FALSE,
Split Element,SplitElement,Splits an element into two separate elements at a point,TRUE,TRUE,TRUE,ID_SPLIT
Split Face,SplitFace,Splits a face of an element to apply different materials,TRUE,TRUE,TRUE,ID_SPLIT_FACE_IN_NEW_FAMILIES
Split Surface,SplitSurface,Splits a toposolid surface into separate regions,TRUE,TRUE,TRUE,
Split with Gap,SplitWithGap,Splits an element with a specified gap between the parts,TRUE,TRUE,TRUE,ID_SPLIT_WITH_GAP
Spot Coordinate,SpotCoordinate,Places a spot coordinate annotation showing X; Y; Z values,TRUE,TRUE,TRUE,ID_SPOT_COORDINATE
Spot Coordinate Types,SpotCoordinateTypes,Manages spot coordinate annotation type settings,TRUE,FALSE,FALSE,ID_SETTINGS_SPOT_COORDINATE
Spot Elevation,SpotElevation,Places a spot elevation annotation showing height values,TRUE,TRUE,TRUE,ID_SPOT_ELEVATION
Spot Elevation Types,SpotElevationTypes,Manages spot elevation annotation type settings,TRUE,FALSE,FALSE,ID_SETTINGS_SPOT_ELEVATION
Spot Slope,SpotSlope,Places a spot slope annotation showing slope values,TRUE,TRUE,TRUE,ID_SPOT_SLOPE
Spot Slope Types,SpotSlopeTypes,Manages spot slope annotation type settings,TRUE,FALSE,FALSE,ID_SETTINGS_SPOT_SLOPE
Sprinkler,Sprinkler,Places a fire sprinkler in the building model,TRUE,TRUE,FALSE,ID_RBS_SPRINKLER
Stair,Stair,Creates a stair element using the component-based editor,TRUE,TRUE,FALSE,ID_OBJECTS_STAIRS
Stair by Sketch,StairBySketch,Creates a stair element using sketch-based boundary lines,TRUE,TRUE,FALSE,
Stair Path,StairPath,Places a stair path annotation showing travel direction,TRUE,TRUE,FALSE,ID_OBJECTS_STAIRS_PATH
Stair Tread/Riser Number,StairTreadOrRiserNumber,Places tread or riser number annotations on stairs,TRUE,FALSE,TRUE,ID_STAIRS_TRISER_NUMBER
Stairs Boundary,StairsBoundary,Draws the boundary lines for a sketch-based stair,TRUE,TRUE,FALSE,ID_BUTTON_STAIRS_BOUNDARY
Stairs Landing,StairsLanding,Creates a landing component in the stairs editor,TRUE,TRUE,FALSE,ID_STAIRS_LANDING
Stairs Riser,StairsRiser,Draws riser lines for a sketch-based stair,TRUE,TRUE,FALSE,ID_BUTTON_STAIRS_RISER
Stairs Run,StairsRun,Creates a run component in the stairs editor,TRUE,TRUE,FALSE,ID_STAIRS_RUN
Stairs Run Boundary,StairsRunBoundary,Edits the boundary of a stair run component,TRUE,FALSE,FALSE,ID_BUTTON_STAIRS_RUN_BOUNDARY
Stairs Support,StairsSupport,Creates a structural support for stairs,TRUE,TRUE,FALSE,ID_STAIRS_SUPPORT
Starting View,StartingView,Sets the view that opens when the project is first loaded,TRUE,TRUE,FALSE,
Status Bar,StatusBar,Toggles the status bar visibility at the bottom of the screen,FALSE,FALSE,FALSE,ID_VIEW_STATUS_BAR
Status Bar - Design Options,StatusBarDesignOptions,Toggles design option display in the status bar,FALSE,FALSE,FALSE,
Status Bar - Worksets,StatusBarWorksets,Toggles workset display in the status bar,FALSE,FALSE,FALSE,
Steel Connection Alignment Bottom Center,SteelConnAlignBottomCenter,Sets steel connection offset reference to bottom center,TRUE,FALSE,FALSE,ID_STRUCT_CONN_OFFSET_REF_BOTTOM_CENTER
Steel Connection Alignment Bottom Left,SteelConnAlignBottomLeft,Sets steel connection offset reference to bottom left,TRUE,FALSE,FALSE,ID_STRUCT_CONN_OFFSET_REF_BOTTOM_LEFT
Steel Connection Alignment Bottom Right,SteelConnAlignBottomRight,Sets steel connection offset reference to bottom right,TRUE,FALSE,FALSE,ID_STRUCT_CONN_OFFSET_REF_BOTTOM_RIGHT
Steel Connection Alignment Middle Center,SteelConnAlignMiddleCenter,Sets steel connection offset reference to middle center,TRUE,FALSE,FALSE,ID_STRUCT_CONN_OFFSET_REF_MIDDLE_CENTER
Steel Connection Alignment Middle Left,SteelConnAlignMiddleLeft,Sets steel connection offset reference to middle left,TRUE,FALSE,FALSE,ID_STRUCT_CONN_OFFSET_REF_MIDDLE_LEFT
Steel Connection Alignment Middle Right,SteelConnAlignMiddleRight,Sets steel connection offset reference to middle right,TRUE,FALSE,FALSE,ID_STRUCT_CONN_OFFSET_REF_MIDDLE_RIGHT
Steel Connection Alignment Top Center,SteelConnAlignTopCenter,Sets steel connection offset reference to top center,TRUE,FALSE,FALSE,ID_STRUCT_CONN_OFFSET_REF_TOP_CENTER
Steel Connection Alignment Top Left,SteelConnAlignTopLeft,Sets steel connection offset reference to top left,TRUE,FALSE,FALSE,ID_STRUCT_CONN_OFFSET_REF_TOP_LEFT
Steel Connection Alignment Top Right,SteelConnAlignTopRight,Sets steel connection offset reference to top right,TRUE,FALSE,FALSE,ID_STRUCT_CONN_OFFSET_REF_TOP_RIGHT
Straight Cut,StraightCut,Sets the sweep profile cut to straight,TRUE,FALSE,FALSE,IDC_RADIO_STRAIGHT_CUT
Structural Area Reinforcement,StructuralAreaReinforcement,Places area reinforcement in a structural element,TRUE,TRUE,TRUE,
Structural Column,StructuralColumn,Places a structural column in the building model,TRUE,TRUE,FALSE,ID_OBJECTS_STRUCTURAL_COLUMN
Structural Connection,StructuralConnection,Creates a connection between structural steel elements,TRUE,TRUE,TRUE,
Structural Fabric Area,StructuralFabricArea,Places fabric reinforcement over an area,TRUE,TRUE,FALSE,
Structural Floor,StructuralFloor,Creates a structural floor with analytical properties,TRUE,TRUE,FALSE,ID_OBJECTS_SLAB
Structural Path Reinforcement,StructuralPathReinforcement,Places path-based reinforcement in a structural element,TRUE,TRUE,TRUE,
Structural Plan,StructuralPlan,Creates a new structural plan view,TRUE,TRUE,FALSE,ID_VIEW_NEW_STRUCTURAL_PLAN
Structural Rebar,StructuralRebar,Places individual reinforcement bars in structural elements,TRUE,FALSE,TRUE,ID_OBJECTS_REBAR
Structural Settings,StructuralSettings,Configures structural analysis settings and parameters,TRUE,TRUE,FALSE,
Structural Trusses,StructuralTrusses,Places a structural truss in the building model,TRUE,TRUE,FALSE,
Structural Wall,StructuralWall,Creates a structural wall with analytical properties,TRUE,TRUE,FALSE,ID_OBJECTS_STRUCTURAL_WALL
Sub-divide Toposolid,SubdivideToposolid,Creates a subregion within a toposolid element,TRUE,TRUE,FALSE,ID_TOPOSOLID_SUBREGION
Subregion,Subregion,Creates a subregion on a toposolid or toposurface,TRUE,TRUE,FALSE,
Sun Settings,SunSettings,Configures sun position and shadow settings for the view,TRUE,TRUE,FALSE,ID_SETTINGS_SUNANDSHADOWSSETTINGS
Sweep Add/Remove Segments,SweepAddRemoveSegments,Adds or removes wall segments for a wall sweep,TRUE,FALSE,FALSE,IDC_EDIT_SWEEP_HOST
Sweep Wall,SweepWall,Creates a wall sweep (molding or reveal) on a wall,TRUE,TRUE,TRUE,ID_OBJECTS_CORNICE
Switch Join Order,SwitchJoinOrder,Changes the join priority order of overlapping elements,TRUE,TRUE,TRUE,
Symbol,Symbol,Places an annotation symbol in a view,TRUE,TRUE,FALSE,ID_OBJECTS_SYMBOL
Symbolic Line,SymbolicLine,Draws a symbolic line visible only in the current view,TRUE,FALSE,FALSE,
Symbolic Line (Sketch),SymbolicLineSketch,Draws a symbolic line for a shaft opening sketch,TRUE,FALSE,FALSE,ID_SKETCH_SHAFTOPENING_SYMBOL
Synchronize and Modify Settings,SynchronizeAndModifySettings,Synchronizes with central and allows modifying sync settings,TRUE,TRUE,FALSE,ID_SYNCHRONIZE_AND_MODIFY_SETTINGS
Synchronize Now,SynchronizeNow,Synchronizes local changes with the central model immediately,TRUE,TRUE,FALSE,ID_SYNCHRONIZE_NOW
System Browser,SystemBrowser,Opens the system browser for MEP system management,TRUE,FALSE,FALSE,
System Schedule View,SystemScheduleView,Creates a schedule view for an MEP system,TRUE,FALSE,FALSE,ID_MEP_SYSTEM_SCHEDULE_VIEW
System Zone,SystemZone,Creates a zone for HVAC system analysis,TRUE,TRUE,FALSE,
Systems Analysis,SystemsAnalysis,Runs analysis on MEP systems for sizing and performance,TRUE,FALSE,FALSE,
Tab Views,TabViews,Toggles between tabbed and windowed view display,TRUE,FALSE,FALSE,ID_VIEW_TAB
Tag All Not Tagged,TagAllNotTagged,Places tags on all untagged elements in the current view,TRUE,TRUE,TRUE,
Tag by Category,TagByCategory,Places a category-specific tag on a selected element,TRUE,TRUE,TRUE,ID_BUTTON_TAG
Tag on Placement,TagOnPlacement,Toggles automatic tagging when placing elements,TRUE,TRUE,FALSE,ID_TAG_ON_PLACEMENT
Tangent End Arc,TangentEndArc,Draws an arc tangent to an existing line or arc,TRUE,FALSE,FALSE,IDC_RADIO_ARC_TAN_END
Telephone,Telephone,Places a telephone device in the building model,TRUE,TRUE,FALSE,
Temporarily Apply Template Properties,TemporarilyApplyTemplateProperties,Temporarily applies a view template without permanent changes,TRUE,TRUE,FALSE,ID_TEMPORARILY_APPLY_TEMPLATE_PROPERTIES
Temporary Dimensions,TemporaryDimensions,Configures temporary dimension display settings,TRUE,TRUE,FALSE,ID_SETTINGS_DIMENSIONS
Text,Text,Places a text note annotation in the current view,TRUE,TRUE,FALSE,ID_OBJECTS_TEXTNOTE
Text All Caps,TextAllCaps,Toggles all caps formatting for selected text,TRUE,FALSE,FALSE,ID_TEXT_ALL_CAPS
Text Bold,TextBold,Toggles bold formatting for selected text,TRUE,FALSE,FALSE,ID_TEXT_BOLD
Text Bullets,TextBullets,Applies bullet list formatting to text,TRUE,FALSE,FALSE,ID_TEXT_PARA_BULLET
Text Decrease Indent,TextDecreaseIndent,Decreases the indent level of text,TRUE,FALSE,FALSE,ID_TEXT_DECREASE_INDENT
Text Decrement List Value,TextDecrementListValue,Decrements the starting value of a numbered list,TRUE,FALSE,FALSE,ID_TEXT_DECREMENT_LIST_START
Text Increase Indent,TextIncreaseIndent,Increases the indent level of text,TRUE,FALSE,FALSE,ID_TEXT_INCREASE_INDENT
Text Increment List Value,TextIncrementListValue,Increments the starting value of a numbered list,TRUE,FALSE,FALSE,ID_TEXT_INCREMENT_LIST_START
Text Italic,TextItalic,Toggles italic formatting for selected text,TRUE,FALSE,FALSE,ID_TEXT_ITALIC
Text List None,TextListNone,Removes list formatting from text,TRUE,FALSE,FALSE,ID_TEXT_PARA_NONE
Text Lowercase Letters,TextLowercaseLetters,Applies lowercase letter list formatting to text,TRUE,FALSE,FALSE,ID_TEXT_PARA_LOWERCASE
Text Numbers,TextNumbers,Applies numbered list formatting to text,TRUE,FALSE,FALSE,ID_TEXT_PARA_NUMBER
Text Subscript,TextSubscript,Toggles subscript formatting for selected text,TRUE,FALSE,FALSE,ID_TEXT_SUBSCRIPT
Text Superscript,TextSuperscript,Toggles superscript formatting for selected text,TRUE,FALSE,FALSE,ID_TEXT_SUPERSCRIPT
Text Underline,TextUnderline,Toggles underline formatting for selected text,TRUE,FALSE,FALSE,ID_TEXT_UNDERLINE
Text Uppercase Letters,TextUppercaseLetters,Applies uppercase letter list formatting to text,TRUE,FALSE,FALSE,ID_TEXT_PARA_UPPERCASE
Thin Lines,ThinLines,Toggles thin line display mode for all elements,TRUE,TRUE,FALSE,ID_THIN_LINES
Tile Views,TileViews,Arranges open view windows in a tiled layout,TRUE,FALSE,FALSE,ID_WINDOW_TILE_VERT
Tile Windows,TileWindows,Tiles all open windows in the Revit workspace,TRUE,FALSE,FALSE,
Toggle Category Halftone,ToggleCategoryHalftone,Toggles halftone display for elements of the selected category,TRUE,FALSE,FALSE,ID_VIEW_OVERRIDE_CATEGORY_HALFTONE
Toggle Crop Region Visibility,ToggleCropRegionVisibility,Shows or hides the crop region boundary in the view,TRUE,TRUE,FALSE,IDC_VIEW_FRAME_CROPREGION_VISIBILITY
Toggle Crop View,ToggleCropView,Enables or disables crop view for the current view,TRUE,TRUE,FALSE,IDC_VIEW_FRAME_CROPREGION_ACTIVITY
Toggle Free Form Rebar Auto-Close,ToggleFreeFormRebarAutoClose,Toggles automatic closing of free-form rebar shapes,TRUE,FALSE,FALSE,ID_TOGGLE_REBAR_CONSTRAINT_CLOSE_LOOP_KEYSHORTCUT
Toggle Home,ToggleHome,Toggles the Revit Home screen,TRUE,FALSE,FALSE,
Toggle P&ID Modeler Browser,TogglePAndIDModelerBrowser,Toggles the P&ID modeler browser panel,TRUE,FALSE,FALSE,
Toggle Properties Palette,TogglePropertiesPalette,Toggles the Properties palette visibility,TRUE,FALSE,FALSE,ID_TOGGLE_PROPERTIES_PALETTE
Toggle Railing Preview,ToggleRailingPreview,Toggles the 3D preview while editing railings,TRUE,FALSE,FALSE,ID_RAILING_EDIT_MODE_TOGGLE_PREVIEW
Toggle Rebar Clear Distance,ToggleRebarClearDistance,Toggles between center-to-center and clear spacing for rebar,TRUE,FALSE,FALSE,ID_TOGGLE_REBAR_CONSTRAINT_CLEAR_SPACING_KEYSHORTCUT
Toggle Rebar Two-Way Constraint,ToggleRebarTwoWayConstraint,Toggles bi-directional constraint mode for rebar placement,TRUE,FALSE,FALSE,ID_TOGGLE_REBAR_TOGGLE_BI_DIRECTIONAL_KEYSHORTCUT
Toggle Rebar Visibility,ToggleRebarVisibility,Toggles the visibility of rebar in the current view,TRUE,FALSE,TRUE,ID_TOGGLE_REBAR_VISIBILITY
Toggle Reveal Constraints Mode,ToggleRevealConstraintsMode,Shows or hides constraints applied to elements,TRUE,FALSE,FALSE,ID_TOGGLE_REVEAL_CONSTRAINTS
Toggle Reveal Hidden Elements Mode,ToggleRevealHiddenElementsMode,Shows or hides elements that are hidden in the view,TRUE,FALSE,FALSE,
Toggle System Propagation,ToggleSystemPropagation,Toggles automatic system type propagation for MEP elements,TRUE,FALSE,FALSE,ID_TOGGLE_SYSTEM_PROPAGATION
Toggle Toposolid Smooth Shading,ToggleToposolidSmoothShading,Toggles smooth shading display for toposolid elements,TRUE,FALSE,FALSE,ID_TOGGLE_SMOOTH_TOPOSOLID
Top Chord,TopChord,Selects the top chord of a structural truss for editing,TRUE,FALSE,FALSE,
Toposurface,Toposurface,Creates a toposolid element representing site terrain,TRUE,TRUE,FALSE,ID_SITE_TOPO_SOLID
Transfer Project Standards,TransferProjectStandards,Transfers settings and styles from another project,TRUE,TRUE,FALSE,ID_TRANSFER_PROJECT_STANDARDS
Trim/Extend Multiple Elements,TrimOrExtendMultipleElements,Trims or extends multiple elements to a selected boundary,TRUE,TRUE,TRUE,ID_TRIM_EXTEND_MULTIPLE
Trim/Extend Single Element,TrimOrExtendSingleElement,Trims or extends a single element to a selected boundary,TRUE,TRUE,TRUE,ID_TRIM_EXTEND_SINGLE
Trim/Extend to Corner,TrimOrExtendToCorner,Trims or extends two elements to meet at a corner,TRUE,TRUE,TRUE,ID_TRIM_EXTEND_CORNER
Turn Snap Override Off,TurnSnapOverrideOff,Disables all snap override settings,TRUE,FALSE,FALSE,ID_SETTINGS_SNAPS_NOOVERRIDE
Twist Left,TwistLeft,Rotates a fabrication part counter-clockwise,TRUE,FALSE,FALSE,IDC_SHIFT_CCW
Twist Right,TwistRight,Rotates a fabrication part clockwise,TRUE,FALSE,FALSE,IDC_SHIFT_CW
Type Properties,TypeProperties,Opens the type properties dialog for the selected element,TRUE,TRUE,TRUE,ID_EDIT_TYPE
Uncut Geometry,UncutGeometry,Reverses a geometry cut between two elements,TRUE,TRUE,TRUE,
Undo Text Edit,UndoTextEdit,Undoes the last text editing action,TRUE,FALSE,FALSE,ID_EDIT_UNDO
Ungroup,Ungroup,Dissolves a group back into individual elements,TRUE,TRUE,TRUE,ID_EDITGROUP_UNGROUP
Unhide All Columns,UnhideAllColumns,Shows all hidden columns in a schedule view,TRUE,FALSE,FALSE,ID_UNHIDE_ALL_COLUMNS
Unjoin Geometry,UnjoinGeometry,Reverses a geometry join between two elements,TRUE,TRUE,TRUE,
Unpin,Unpin,Unlocks a pinned element to allow movement,TRUE,TRUE,TRUE,ID_UNLOCK_ELEMENTS
Unset Locally Unload All Links,UnsetLocallyUnloadAllLinks,Removes the locally unloaded state from all links,TRUE,TRUE,FALSE,ID_RVT_LINK_UNSET_LOCALLY_UNLOAD_ALL_LINKS
Update Alignment,UpdateAlignment,Updates an infrastructure alignment with new data,TRUE,FALSE,FALSE,ID_INFRASTRUCTURE_UPDATE_ALIGNMENT
Upgrade Beam Joins,UpgradeBeamJoins,Upgrades beam join definitions to the current format,TRUE,FALSE,FALSE,ID_BEAM_JOINS_UPGRADE
Upgrade Family Sketch Structure,UpgradeFamilySketchStructure,Upgrades the internal sketch structure of a family,TRUE,FALSE,FALSE,ID_UPGRADE_SKETCHES_IN_FAMILY
Upgrade Join Geometry,UpgradeJoinGeometry,Upgrades join geometry definitions to the current format,TRUE,FALSE,FALSE,ID_JOIN_GEOMETRY_WITH_SNAPSHOT
Use Current Project,UseCurrentProject,Uses the current project for copy/monitor operations,TRUE,FALSE,FALSE,
Use Default Printer Setup,UseDefaultPrinterSetup,Resets fabrication printer to the default setup,TRUE,FALSE,FALSE,ID_FABRICATION_USE_DEFAULT_PRINTER_SETUP
User Keynote,UserKeynote,Places a user-defined keynote annotation,TRUE,TRUE,TRUE,ID_KEYNOTE_USER
Vertical Opening,VerticalOpening,Creates a vertical opening through a floor or roof,TRUE,TRUE,TRUE,
Vertical Opening (Edit),VerticalOpeningEdit,Edits the sketch of a vertical opening,TRUE,TRUE,FALSE,ID_EDIT_ROOF_SKETCH
View Analysis,ViewAnalysis,Views structural or energy analysis results,TRUE,FALSE,FALSE,
View List,ViewList,Creates a schedule listing all views in the project,TRUE,TRUE,FALSE,ID_NEW_VIEWLIST
View Object Wheel,ViewObjectWheel,Displays the view object navigation wheel,TRUE,FALSE,FALSE,ID_NAVWHEEL_EXTERIOR_WHEEL
View Properties,ViewProperties,Opens the properties dialog for the current view,TRUE,FALSE,FALSE,ID_VIEW_PROPERTIES
View Range,ViewRange,Configures the view range (cut plane and depth) settings,TRUE,TRUE,FALSE,
View Range (Edit),ViewRangeEdit,Opens the view range dialog for editing,TRUE,TRUE,FALSE,ID_EDIT_VIEW_RANGE
View Reference,ViewReference,Places a reference to another view in the current view,TRUE,FALSE,FALSE,ID_NEW_REFERENCE_VIEWER
View Rotation Trackball,ViewRotationTrackball,Sets 3D view rotation to trackball mode,TRUE,FALSE,FALSE,ID_VIEW_ROTATION_TECHNIQUE_TRACKBALL
View Rotation Turntable,ViewRotationTurntable,Sets 3D view rotation to turntable mode,TRUE,FALSE,FALSE,ID_VIEW_ROTATION_TECHNIQUE_TURNTABLE
ViewCube,ViewCube,Toggles the ViewCube display in the view,TRUE,FALSE,FALSE,ID_SHOW_VIEWCUBE
ViewCube Go Home,ViewCubeGoHome,Returns the 3D view to the saved home orientation,TRUE,FALSE,FALSE,ID_VIEWCUBE_HOME
ViewCube Help,ViewCubeHelp,Opens help documentation for the ViewCube,TRUE,FALSE,FALSE,ID_VIEWCUBE_HELP
ViewCube Options,ViewCubeOptions,Configures ViewCube display and behavior options,TRUE,FALSE,FALSE,ID_VIEWCUBE_OPTIONS
ViewCube Reset Front,ViewCubeResetFront,Resets the ViewCube front orientation to default,TRUE,FALSE,FALSE,ID_VIEWCUBE_RESET_FRONT
Visibility/Graphics,VisibilityOrGraphics,Opens the Visibility/Graphics overrides dialog for the view,TRUE,TRUE,FALSE,
Void Blend,VoidBlend,Creates a void blend form to cut through solid geometry,TRUE,FALSE,FALSE,ID_OBJECTS_BLEND_CUT
Void Extrusion,VoidExtrusion,Creates a void extrusion form to cut through solid geometry,TRUE,FALSE,FALSE,ID_OBJECTS_EXTRUSION_CUT
Void Revolve,VoidRevolve,Creates a void revolve form to cut through solid geometry,TRUE,FALSE,FALSE,ID_OBJECTS_REVOLUTION_CUT
Void Sweep,VoidSweep,Creates a void sweep form to cut through solid geometry,TRUE,FALSE,FALSE,ID_OBJECTS_SWEEP_CUT
Void Swept Blend,VoidSweptBlend,Creates a void swept blend form to cut through solid geometry,TRUE,FALSE,FALSE,ID_OBJECTS_SWEPTBLEND_CUT
Wall,Wall,Creates a wall in the building model,TRUE,TRUE,FALSE,ID_OBJECTS_WALL
Wall by Face,WallByFaceWall,Creates a wall on a selected mass or surface face,TRUE,TRUE,FALSE,ID_WALL_BY_FACE
Wall Join Butt,WallJoinButt,Sets the wall join style to butt,TRUE,FALSE,FALSE,IDC_WALL_JOIN_BUTT
Wall Join Miter,WallJoinMiter,Sets the wall join style to miter,TRUE,FALSE,FALSE,IDC_WALL_JOIN_MITER
Wall Join Square Off,WallJoinSquareOff,Sets the wall join style to square off,TRUE,FALSE,FALSE,IDC_WALL_JOIN_SQUARE_OFF
Wall Joins,WallJoins,Edits wall join conditions at intersections,TRUE,TRUE,TRUE,
Wall Opening,WallOpening,Creates a rectangular opening in a wall,TRUE,TRUE,TRUE,
Wall Sweep Add/Remove Walls,WallSweepAddRemoveWalls,Adds or removes walls from a wall sweep element,TRUE,FALSE,FALSE,IDC_EDIT_WALL_SWEEP
Walls Define Beam System Slope,WallsDefineBeamSystemSlope,Uses walls to define the slope of a beam system,TRUE,FALSE,FALSE,IDC_WALLS_DEFINE_BEAM_SYSTEM_SLOPE
Web,Web,Selects the web of a structural truss for editing,TRUE,FALSE,FALSE,
Welds,Welds,Places weld annotations on steel connections,TRUE,TRUE,TRUE,
Window,Window,Places a window in a wall,TRUE,TRUE,FALSE,ID_OBJECTS_WINDOW
WireFrame,WireFrame,Sets the view visual style to wireframe mode,TRUE,TRUE,FALSE,ID_IMAGE_WIREFRAME
Worksets,Worksets,Manages worksets for worksharing in a collaborative project,TRUE,TRUE,FALSE,ID_WORKSETS
Worksharing Monitor,WorksharingMonitor,Opens the worksharing monitor to track user activity,TRUE,FALSE,FALSE,
Zone,Zone,Creates an HVAC zone for energy analysis,TRUE,TRUE,FALSE,
Zoom All to Fit,ZoomAllToFit,Zooms all open views to fit their contents,TRUE,FALSE,FALSE,ID_ZOOM_ALL_ALL
Zoom in Region,ZoomInRegion,Zooms into a rectangular region drawn on the view,TRUE,FALSE,FALSE,ID_ZOOM_IN
Zoom Out 2x,ZoomOut2x,Zooms out the view by a factor of two,TRUE,FALSE,FALSE,ID_ZOOM_OUT_X2
Zoom Sheet Size,ZoomSheetSize,Zooms the view to match the actual sheet size,TRUE,FALSE,FALSE,ID_ZOOM_SHEET
Zoom to Fit,ZoomToFit,Zooms the current view to fit all visible elements,TRUE,FALSE,FALSE,ID_ZOOM_FIT
